date,serial_number,model,capacity_bytes,failure
2016-01-11,Z3011WWA,ST4000DM000,4000787030016,1
2016-01-11,Z300YN6R,ST4000DM000,4000787030016,1
2016-01-11,Z3040QA3,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGM1P5H,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z3040QA7,ST4000DM000,4000787030016,1
2016-01-11,Z3025ZDX,ST4000DM000,4000787030016,1
2016-01-11,S301GRVB,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG6T8XA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,S2ZYJ9FG405092,ST500LM012 HN,500107862016,1
2016-01-11,MJ0351YNGA6BBA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,S301GRVG,ST4000DM000,4000787030016,1
2016-01-11,Z302AJZL,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG6XKGA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,JK11A8B9HNVEEF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,JK11A8B9GPDKRF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,WD-WCC4N0933742,WDC WD30EFRX,3000592982016,1
2016-01-11,Z300E2FH,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNG9WUJA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,S300WDRA,ST4000DM000,4000787030016,1
2016-01-11,Z305D6L9,ST4000DM000,4000787030016,1
2016-01-11,JK1173YAHDUBMR,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL2331LAGMX7NJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL1331LAGSR29H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK11A8B9J3LNEF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL2311LAG1J3GC,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z302SXPW,ST4000DM000,4000787030016,1
2016-01-11,X4OHK094FMXB,TOSHIBA MD04ABA500V,5000981078016,1
2016-01-11,Z302518K,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGSTA3J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGN1E6J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL2331LAGSS65J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z4D04A3G,ST6000DX000,6001175126016,1
2016-01-11,PL2331LAGPUM6J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z4D06WP2,ST6000DX000,6001175126016,1
2016-01-11,JK11A8B9J37XTF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3011WE3,ST4000DM000,4000787030016,1
2016-01-11,Z4D06WP6,ST6000DX000,6001175126016,1
2016-01-11,Z4D06WP4,ST6000DX000,6001175126016,1
2016-01-11,PL1331LAGTWBWH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z4D0AZZR,ST6000DX000,6001175126016,1
2016-01-11,Z302SSEG,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGS7VZH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGJ9VEJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z30100S9,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNGA0YXA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z4D01C7G,ST6000DX000,6001175126016,1
2016-01-11,PL1331LAGTT4LH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,MJ0351YNGA6XTA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z4D05J4J,ST6000DX000,6001175126016,1
2016-01-11,PL1321LAGAXLJH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,JK1101B8KN79AZ,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3029FA3,ST4000DM000,4000787030016,1
2016-01-11,S2ZYJ9CG107992,ST500LM012 HN,500107862016,1
2016-01-11,S2ZYJ9CG108655,ST500LM012 HN,500107862016,1
2016-01-11,S2ZYJ9CG108651,ST500LM012 HN,500107862016,1
2016-01-11,S2ZYJ9CG108653,ST500LM012 HN,500107862016,1
2016-01-11,S301138T,ST4000DM000,4000787030016,1
2016-01-11,Z3026Z37,ST4000DM000,4000787030016,1
2016-01-11,Z3055YPL,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNGA5UGA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1331LAGTXAJH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,WD-WMAYV2811694,WDC WD1600AAJS,160041885696,1
2016-01-11,PL1321LAGAXKKH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,PL2331LAGSV2SJ,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,6VDJ06TH,ST9320325AS,320072933376,1
2016-01-11,PL1331LAGR5TTH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK11A8B9J720KF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,MJ1311YNG7HG8A,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,S3007Y0W,ST4000DM000,4000787030016,1
2016-01-11,Z304GH4N,ST4000DM000,4000787030016,1
2016-01-11,W300AMGV,ST4000DM000,4000787030016,1
2016-01-11,Z4D03TCB,ST6000DX000,6001175126016,1
2016-01-11,S300ZR6B,ST4000DM000,4000787030016,1
2016-01-11,Z3042A02,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGT5U3H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGLZJ3H,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,S30070G5,ST4000DM000,4000787030016,1
2016-01-11,Z30179K1,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGSTG9J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,W30068FE,ST4000DM000,4000787030016,1
2016-01-11,45D7K12ZFMYB,TOSHIBA MD04ABA400V,4000787030016,1
2016-01-11,Z303Y2WD,ST4000DM000,4000787030016,1
2016-01-11,Z3010TMC,ST4000DM000,4000787030016,1
2016-01-11,Z3010DB3,ST4000DM000,4000787030016,1
2016-01-11,MJ0351YNG9ZS2A,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z300ZTJ8,ST4000DM000,4000787030016,1
2016-01-11,S301094G,ST4000DM000,4000787030016,1
2016-01-11,JK1170YAJDAJTT,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z252E8NAS,TOSHIBA DT01ACA300,3000592982016,1
2016-01-11,PL2331LAGN2KPJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z300WP18,ST4000DM000,4000787030016,1
2016-01-11,Z3010TMR,ST4000DM000,4000787030016,1
2016-01-11,Z300ZTJ6,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGN5T0J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z30179KR,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGN49VJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z300ZTJN,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGRYKHH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGSPXYH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGSHSJH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,S3010M7R,ST4000DM000,4000787030016,1
2016-01-11,Z3010BZP,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSAAGH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z300ZTJQ,ST4000DM000,4000787030016,1
2016-01-11,Z300WP1Y,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGSG4GH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL1331LAGLWV8H,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,W300KFS4,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGM1SKH,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,W300KFS2,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGRLK0H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK1101B9KLUJDT,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL1331LAGRL3KH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGML9WJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL2331LAGM8RTJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,S30117CS,ST4000DM000,4000787030016,1
2016-01-11,WD-WMC4N0DA2481,WDC WD30EFRX,3000592982016,1
2016-01-11,PL2311LAG1U6GC,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,JK1105B8GG3S2X,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z300T1B3,ST4000DM000,4000787030016,1
2016-01-11,Z30228HZ,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG5P4KA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z301P4S2,ST4000DM000,4000787030016,1
2016-01-11,JK1101B9JNGA4R,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,S301PSJN,ST4000DM000,4000787030016,1
2016-01-11,JK1175YAK92GKX,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,PL2331LAGM9ZVJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,MJ1323YNG1SKNC,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1311LAG3DZRH,Hitachi HDS5C4040ALE630,4000787030016,1
2016-01-11,Z4D057V4,ST6000DX000,6001175126016,1
2016-01-11,S3010M7E,ST4000DM000,4000787030016,1
2016-01-11,Z3016SXE,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3N,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3L,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3K,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3J,ST4000DM000,4000787030016,1
2016-01-11,Z30251Y1,ST4000DM000,4000787030016,1
2016-01-11,Z300ZST1,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3D,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3C,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3B,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3A,ST4000DM000,4000787030016,1
2016-01-11,MJ1323YNG1R2TC,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1331LAGRZ97H,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,JK1101B9JL1YYF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z304KR3Z,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3Y,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3X,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3W,ST4000DM000,4000787030016,1
2016-01-11,Z3056N6G,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG66WGA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,JK11A8B9J38GRF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z304KR3S,ST4000DM000,4000787030016,1
2016-01-11,Z304KR3R,ST4000DM000,4000787030016,1
2016-01-11,Z3029F4K,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMNX6J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z304JPKT,ST4000DM000,4000787030016,1
2016-01-11,JK11A8B9J7ZUAF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z30251YQ,ST4000DM000,4000787030016,1
2016-01-11,PL1331LAGS3BWH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGUH04J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGMJ4PJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z30251YX,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG3G41A,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z300ZSTK,ST4000DM000,4000787030016,1
2016-01-11,Z3016SX0,ST4000DM000,4000787030016,1
2016-01-11,Z300ZSTN,ST4000DM000,4000787030016,1
2016-01-11,Z304KR38,ST4000DM000,4000787030016,1
2016-01-11,Z304KR36,ST4000DM000,4000787030016,1
2016-01-11,Z30251YL,ST4000DM000,4000787030016,1
2016-01-11,Z304JPKM,ST4000DM000,4000787030016,1
2016-01-11,Z304KR32,ST4000DM000,4000787030016,1
2016-01-11,Z1Z06H5C,ST4000DX000,4000787030016,1
2016-01-11,PL1331LAGRDANH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGSTH6J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGRX24J,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,PL2331LAGHU9TJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,MJ0351YNG9YSBA,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,Z30178CN,ST4000DM000,4000787030016,1
2016-01-11,Z30178CQ,ST4000DM000,4000787030016,1
2016-01-11,Z3029F4A,ST4000DM000,4000787030016,1
2016-01-11,Z3025KXP,ST4000DM000,4000787030016,1
2016-01-11,Z3025BXR,ST4000DM000,4000787030016,1
2016-01-11,JK1101B9KN4BBF,Hitachi HDS722020ALA330,2000398934016,1
2016-01-11,Z3025BXW,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGN44RJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z303Q18P,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMB78J,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z300V5SY,ST4000DM000,4000787030016,1
2016-01-11,MJ1311YNG0M96A,Hitachi HDS5C3030ALA630,3000592982016,1
2016-01-11,PL1331LAGT83PH,HGST HMS5C4040ALE640,4000787030016,1
2016-01-11,Z3025BXC,ST4000DM000,4000787030016,1
2016-01-11,PL2331LAGMNSMJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,PL2331LAGN5RKJ,HGST HMS5C4040BLE640,4000787030016,1
2016-01-11,Z3025BXG,ST4000DM000,4000787030016,1
